subject,field,value,source,observed,confidence,note
sint-antoniesbreestraat-71,phone,+31 20 622 5232,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
sint-antoniesbreestraat-71,coordinate,"52.369963,4.900835",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
sint-antoniesbreestraat-71,key_photo,PicturesOriginal/IMG_1001.JPG,photos-2009,2009-10-16,1.0,Apple iPhone 3GS
sint-antoniesbreestraat-71,trading,true,photos-2009,2009-10-16,1.0,"photographed open; presence attested, not a claim about today"
sint-antoniesbreestraat-71,coordinate,"52.3696667,4.9008333",photos-2009,2009-10-16,0.9,"own GPS, DOP 3.0, camera bearing 38.9 deg true"
sint-antoniesbreestraat-71,photo_heading,38.9,photos-2009,2009-10-16,1.0,the shopfront lies along this bearing from the fix
nieuwendijk-89,name,Blues Brothers,placesdata-2011,2011-07-18,0.7,
nieuwendijk-89,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
nieuwendijk-89,phone,+31 20 627 3845,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
nieuwendijk-89,coordinate,"52.376751,4.896747",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
nieuwendijk-89,key_photo,PicturesOriginal/IMG_0345.JPG,photos-2009,2009-10-06,1.0,Apple iPhone 3GS
nieuwendijk-89,trading,true,photos-2009,2009-10-06,1.0,"photographed open; presence attested, not a claim about today"
nieuwendijk-89,coordinate,"52.3768333,4.8963333",photos-2009,2009-10-06,0.9,"own GPS, DOP 3.0, camera bearing 16.9 deg true"
nieuwendijk-89,photo_heading,16.9,photos-2009,2009-10-06,1.0,the shopfront lies along this bearing from the fix
baarsjesweg-239,name,Boere Jongens,placesdata-2011,2011-07-18,0.7,
baarsjesweg-239,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
baarsjesweg-239,phone,+31 20 618 2128,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
baarsjesweg-239,coordinate,"52.362527,4.857616",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
baarsjesweg-239,key_photo,PicturesOriginal/IMG_0753.JPG,photos-2009,2009-10-14,1.0,Apple iPhone 3GS
baarsjesweg-239,trading,true,photos-2009,2009-10-14,1.0,"photographed open; presence attested, not a claim about today"
baarsjesweg-239,coordinate,"52.3623333,4.8575",photos-2009,2009-10-14,0.9,"own GPS, DOP 3.0, camera bearing 264.9 deg true"
baarsjesweg-239,photo_heading,264.9,photos-2009,2009-10-14,1.0,the shopfront lies along this bearing from the fix
balboastraat-19,name,De Bommel,placesdata-2011,2011-07-18,0.7,
balboastraat-19,sort_name,Bommel,placesdata-2011,2011-07-18,0.7,
balboastraat-19,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
balboastraat-19,phone,+31 20 685 4509,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
balboastraat-19,coordinate,"52.368919,4.853738",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
balboastraat-19,key_photo,PicturesOriginal/IMG_0736.JPG,photos-2009,2009-10-14,1.0,Apple iPhone 3GS
balboastraat-19,trading,true,photos-2009,2009-10-14,1.0,"photographed open; presence attested, not a claim about today"
balboastraat-19,coordinate,"52.3691667,4.8535",photos-2009,2009-10-14,0.9,"own GPS, DOP 3.0, camera bearing 220.9 deg true"
balboastraat-19,photo_heading,220.9,photos-2009,2009-10-14,1.0,the shopfront lies along this bearing from the fix
amstelveenseweg-1160,name,The Border,placesdata-2011,2011-07-18,0.7,
amstelveenseweg-1160,sort_name,Border,placesdata-2011,2011-07-18,0.7,
amstelveenseweg-1160,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
amstelveenseweg-1160,phone,+31 20 642 0681,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
amstelveenseweg-1160,coordinate,"52.321917,4.857428",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
amstelveenseweg-1160,key_photo,PicturesOriginal/IMG_5027.JPG,photos-2009,2009-11-06,1.0,Apple iPhone 3GS
amstelveenseweg-1160,trading,true,photos-2009,2009-11-06,1.0,"photographed open; presence attested, not a claim about today"
amstelveenseweg-1160,coordinate,"52.3218333,4.8566667",photos-2009,2009-11-06,0.6,"own GPS, DOP 10.0, camera bearing 5.9 deg true"
amstelveenseweg-1160,photo_heading,5.9,photos-2009,2009-11-06,1.0,the shopfront lies along this bearing from the fix
marnixstraat-92,name,Bronx,placesdata-2011,2011-07-18,0.7,
marnixstraat-92,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
marnixstraat-92,phone,+31 20 528 7292,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
marnixstraat-92,coordinate,"52.379138,4.879355",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
marnixstraat-92,key_photo,PicturesOriginal/IMG_0927.JPG,photos-2009,2009-10-15,1.0,Apple iPhone 3GS
marnixstraat-92,trading,true,photos-2009,2009-10-15,1.0,"photographed open; presence attested, not a claim about today"
marnixstraat-92,coordinate,"52.3791667,4.8796667",photos-2009,2009-10-15,0.9,"own GPS, DOP 3.0, camera bearing 257.9 deg true"
marnixstraat-92,photo_heading,257.9,photos-2009,2009-10-15,1.0,the shopfront lies along this bearing from the fix
katrijpstraat-301,name,Bros,placesdata-2011,2011-07-18,0.7,
katrijpstraat-301,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
katrijpstraat-301,phone,+31 20 637 0018,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
katrijpstraat-301,coordinate,"52.392991,4.95189",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
katrijpstraat-301,key_photo,PicturesOriginal/IMG_1281.JPG,photos-2009,2009-10-18,1.0,Apple iPhone 3GS
katrijpstraat-301,trading,true,photos-2009,2009-10-18,1.0,"photographed open; presence attested, not a claim about today"
katrijpstraat-301,coordinate,"52.3938333,4.9531667",photos-2009,2009-10-18,0.9,"own GPS, DOP 3.0, camera bearing 144.9 deg true"
katrijpstraat-301,photo_heading,144.9,photos-2009,2009-10-18,1.0,the shopfront lies along this bearing from the fix
oudezijds-voorburgwal-90,name,The Bulldog,placesdata-2011,2011-07-18,0.7,
oudezijds-voorburgwal-90,sort_name,Bulldog,placesdata-2011,2011-07-18,0.7,
oudezijds-voorburgwal-90,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
oudezijds-voorburgwal-90,phone,+31 20 625 9864,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
oudezijds-voorburgwal-90,website,http://www.bulldog.nl,placesdata-2011,2011-07-18,0.4,
oudezijds-voorburgwal-90,foursquare,2230574,placesdata-2011,2011-07-18,0.5,
oudezijds-voorburgwal-90,coordinate,"52.373603,4.897646",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
oudezijds-voorburgwal-90,key_photo,PicturesOriginal/IMG_0269.JPG,photos-2009,2009-10-06,1.0,Apple iPhone 3GS
oudezijds-voorburgwal-90,trading,true,photos-2009,2009-10-06,1.0,"photographed open; presence attested, not a claim about today"
oudezijds-voorburgwal-90,coordinate,"52.3735,4.898",photos-2009,2009-10-06,0.9,"own GPS, DOP 3.0, camera bearing 0.9 deg true"
oudezijds-voorburgwal-90,photo_heading,0.9,photos-2009,2009-10-06,1.0,the shopfront lies along this bearing from the fix
oudezijds-voorburgwal-220,name,The Bulldog Energy,placesdata-2011,2011-07-18,0.7,
oudezijds-voorburgwal-220,sort_name,Bulldog Energy,placesdata-2011,2011-07-18,0.7,
oudezijds-voorburgwal-220,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
oudezijds-voorburgwal-220,phone,+31 20 638 2593,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
oudezijds-voorburgwal-220,website,http://www.bulldog.nl,placesdata-2011,2011-07-18,0.4,
oudezijds-voorburgwal-220,foursquare,57870,placesdata-2011,2011-07-18,0.5,
oudezijds-voorburgwal-220,coordinate,"52.372519,4.896209",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
oudezijds-voorburgwal-220,key_photo,PicturesOriginal/IMG_0259.JPG,photos-2009,2009-10-06,1.0,Apple iPhone 3GS
oudezijds-voorburgwal-220,trading,true,photos-2009,2009-10-06,1.0,"photographed open; presence attested, not a claim about today"
oudezijds-voorburgwal-220,coordinate,"52.3725,4.8973333",photos-2009,2009-10-06,0.6,"own GPS, DOP 10.0, camera bearing 283.9 deg true"
oudezijds-voorburgwal-220,photo_heading,283.9,photos-2009,2009-10-06,1.0,the shopfront lies along this bearing from the fix
spuistraat-7,name,The Bulldog Lounge,placesdata-2011,2011-07-18,0.7,
spuistraat-7,sort_name,Bulldog Lounge,placesdata-2011,2011-07-18,0.7,
spuistraat-7,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
spuistraat-7,phone,+31 20 420 0282,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
spuistraat-7,website,http://www.bulldog.nl,placesdata-2011,2011-07-18,0.4,
spuistraat-7,foursquare,5462192,placesdata-2011,2011-07-18,0.5,
spuistraat-7,coordinate,"52.377102,4.894286",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
spuistraat-7,key_photo,PicturesOriginal/IMG_0341.JPG,photos-2009,2009-10-06,1.0,Apple iPhone 3GS
spuistraat-7,trading,true,photos-2009,2009-10-06,1.0,"photographed open; presence attested, not a claim about today"
spuistraat-7,coordinate,"52.3771667,4.894",photos-2009,2009-10-06,0.9,"own GPS, DOP 3.0, camera bearing 225.9 deg true"
spuistraat-7,photo_heading,225.9,photos-2009,2009-10-06,1.0,the shopfront lies along this bearing from the fix
oudezijds-voorburgwal-132,name,The Bulldog Mack,placesdata-2011,2011-07-18,0.7,
oudezijds-voorburgwal-132,sort_name,Bulldog Mack,placesdata-2011,2011-07-18,0.7,
oudezijds-voorburgwal-132,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
oudezijds-voorburgwal-132,phone,+31 20 627 0295,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
oudezijds-voorburgwal-132,website,http://www.bulldog.nl,placesdata-2011,2011-07-18,0.4,
oudezijds-voorburgwal-132,foursquare,55273,placesdata-2011,2011-07-18,0.5,
oudezijds-voorburgwal-132,coordinate,"52.373271,4.897126",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
oudezijds-voorburgwal-132,key_photo,PicturesOriginal/IMG_0264.JPG,photos-2009,2009-10-06,1.0,Apple iPhone 3GS
oudezijds-voorburgwal-132,trading,true,photos-2009,2009-10-06,1.0,"photographed open; presence attested, not a claim about today"
oudezijds-voorburgwal-132,coordinate,"52.3733333,4.898",photos-2009,2009-10-06,0.9,"own GPS, DOP 5.0, camera bearing 284.9 deg true"
oudezijds-voorburgwal-132,photo_heading,284.9,photos-2009,2009-10-06,1.0,the shopfront lies along this bearing from the fix
leidseplein-17,name,The Bulldog Palace,placesdata-2011,2011-07-18,0.7,
leidseplein-17,sort_name,Bulldog Palace,placesdata-2011,2011-07-18,0.7,
leidseplein-17,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
leidseplein-17,phone,+31 20 422 3444,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
leidseplein-17,website,http://www.bulldog.nl,placesdata-2011,2011-07-18,0.4,
leidseplein-17,foursquare,56948,placesdata-2011,2011-07-18,0.5,
leidseplein-17,coordinate,"52.363845,4.88318",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
leidseplein-17,key_photo,PicturesOriginal/IMG_0194.JPG,photos-2009,2009-10-06,1.0,Apple iPhone 3GS
leidseplein-17,trading,true,photos-2009,2009-10-06,1.0,"photographed open; presence attested, not a claim about today"
leidseplein-17,coordinate,"52.3641667,4.8833333",photos-2009,2009-10-06,0.9,"own GPS, DOP 3.0, camera bearing 139.9 deg true"
leidseplein-17,photo_heading,139.9,photos-2009,2009-10-06,1.0,the shopfront lies along this bearing from the fix
singel-12,name,The Bulldog Rockshop,placesdata-2011,2011-07-18,0.7,
singel-12,sort_name,Bulldog Rockshop,placesdata-2011,2011-07-18,0.7,
singel-12,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
singel-12,phone,+31 20 627 8900,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
singel-12,website,http://www.bulldog.nl,placesdata-2011,2011-07-18,0.4,
singel-12,foursquare,57112,placesdata-2011,2011-07-18,0.5,
singel-12,coordinate,"52.379031,4.89385",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
singel-12,key_photo,PicturesOriginal/IMG_0373.JPG,photos-2009,2009-10-06,1.0,Apple iPhone 3GS
singel-12,trading,true,photos-2009,2009-10-06,1.0,"photographed open; presence attested, not a claim about today"
singel-12,coordinate,"52.379,4.894",photos-2009,2009-10-06,0.9,"own GPS, DOP 3.0, camera bearing 331.9 deg true"
singel-12,photo_heading,331.9,photos-2009,2009-10-06,1.0,the shopfront lies along this bearing from the fix
woestduinstraat-76,name,Bullwacki,placesdata-2011,2011-07-18,0.7,
woestduinstraat-76,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
woestduinstraat-76,phone,+31 20 617 9395,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
woestduinstraat-76,coordinate,"52.352077,4.847454",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
woestduinstraat-76,key_photo,PicturesOriginal/IMG_0673.JPG,photos-2009,2009-10-14,1.0,Apple iPhone 3GS
woestduinstraat-76,trading,true,photos-2009,2009-10-14,1.0,"photographed open; presence attested, not a claim about today"
woestduinstraat-76,coordinate,"52.3521667,4.8476667",photos-2009,2009-10-14,0.9,"own GPS, DOP 1.0, camera bearing 122.9 deg true"
woestduinstraat-76,photo_heading,122.9,photos-2009,2009-10-14,1.0,the shopfront lies along this bearing from the fix
amstel-36,name,The Bushdocter 1,placesdata-2011,2011-07-18,0.7,
amstel-36,sort_name,Bushdocter 1,placesdata-2011,2011-07-18,0.7,
amstel-36,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
amstel-36,coordinate,"52.366891,4.895252",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
amstel-36,key_photo,PicturesOriginal/IMG_0139.JPG,photos-2009,2009-10-06,1.0,Apple iPhone 3GS
amstel-36,trading,true,photos-2009,2009-10-06,1.0,"photographed open; presence attested, not a claim about today"
amstel-36,coordinate,"52.3671667,4.8956667",photos-2009,2009-10-06,0.9,"own GPS, DOP 3.0, camera bearing 152.9 deg true"
amstel-36,photo_heading,152.9,photos-2009,2009-10-06,1.0,the shopfront lies along this bearing from the fix
thorbeckeplein-28,name,The Bushdocter 2,placesdata-2011,2011-07-18,0.7,
thorbeckeplein-28,sort_name,Bushdocter 2,placesdata-2011,2011-07-18,0.7,
thorbeckeplein-28,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
thorbeckeplein-28,phone,+31 20 330 7475,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
thorbeckeplein-28,coordinate,"52.365099,4.895569",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
thorbeckeplein-28,key_photo,PicturesOriginal/IMG_0153.JPG,photos-2009,2009-10-06,1.0,Apple iPhone 3GS
thorbeckeplein-28,trading,true,photos-2009,2009-10-06,1.0,"photographed open; presence attested, not a claim about today"
thorbeckeplein-28,coordinate,"52.3655,4.8958333",photos-2009,2009-10-06,0.9,"own GPS, DOP 3.0, camera bearing 234.9 deg true"
thorbeckeplein-28,photo_heading,234.9,photos-2009,2009-10-06,1.0,the shopfront lies along this bearing from the fix
oudezijds-vorburgwal-47,name,Bushman,placesdata-2011,2011-07-18,0.7,
oudezijds-vorburgwal-47,also_known_as,De Oude Kerk,placesdata-2011,2011-07-18,0.6,
oudezijds-vorburgwal-47,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
oudezijds-vorburgwal-47,phone,+31 20 624 2723,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
oudezijds-vorburgwal-47,coordinate,"52.373496,4.899394",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
oudezijds-vorburgwal-47,key_photo,PicturesOriginal/IMG_1243.JPG,photos-2009,2009-10-16,1.0,Apple iPhone 3GS
oudezijds-vorburgwal-47,trading,true,photos-2009,2009-10-16,1.0,"photographed open; presence attested, not a claim about today"
oudezijds-vorburgwal-47,coordinate,"52.3745,4.8995",photos-2009,2009-10-16,0.9,"own GPS, DOP 3.0, camera bearing 174.9 deg true"
oudezijds-vorburgwal-47,photo_heading,174.9,photos-2009,2009-10-16,1.0,the shopfront lies along this bearing from the fix
2e-jan-van-der-heijdenstraat-43,name,Carmona,placesdata-2011,2011-07-18,0.7,
2e-jan-van-der-heijdenstraat-43,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
2e-jan-van-der-heijdenstraat-43,phone,+31 20 400 4026,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
2e-jan-van-der-heijdenstraat-43,coordinate,"52.355697,4.900969",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
2e-jan-van-der-heijdenstraat-43,key_photo,PicturesOriginal/IMG_0635.JPG,photos-2009,2009-10-14,1.0,Apple iPhone 3GS
2e-jan-van-der-heijdenstraat-43,trading,true,photos-2009,2009-10-14,1.0,"photographed open; presence attested, not a claim about today"
2e-jan-van-der-heijdenstraat-43,coordinate,"52.3556667,4.901",photos-2009,2009-10-14,0.9,"own GPS, DOP 3.0, camera bearing 301.9 deg true"
2e-jan-van-der-heijdenstraat-43,photo_heading,301.9,photos-2009,2009-10-14,1.0,the shopfront lies along this bearing from the fix
nassaukade-33,name,Catch 33,placesdata-2011,2011-07-18,0.7,
nassaukade-33,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
nassaukade-33,phone,+31 20 486 2444,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
nassaukade-33,coordinate,"52.383171,4.880363",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
nassaukade-33,key_photo,PicturesOriginal/IMG_0939.JPG,photos-2009,2009-10-15,1.0,Apple iPhone 3GS
nassaukade-33,trading,true,photos-2009,2009-10-15,1.0,"photographed open; presence attested, not a claim about today"
nassaukade-33,coordinate,"52.3825,4.8798333",photos-2009,2009-10-15,0.9,"own GPS, DOP 3.0, camera bearing 352.9 deg true"
nassaukade-33,photo_heading,352.9,photos-2009,2009-10-15,1.0,the shopfront lies along this bearing from the fix
prins-hendrikkade-89,name,Central,placesdata-2011,2011-07-18,0.7,
prins-hendrikkade-89,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
prins-hendrikkade-89,coordinate,"52.376848,4.901821",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
prins-hendrikkade-89,key_photo,PicturesOriginal/IMG_0031.JPG,photos-2009,2009-10-04,1.0,Apple iPhone 3GS
